Time Since Start (s),Frequency (Hz),Magnitude (dBFS),Range (m)
1081.884328,93140.99803921569,-24.813838228332703,0.1985128676470599
1081.884328,95188.05294117646,-20.428250613864968,0.1985128676470599
1081.884328,97235.10784313724,-27.55757039506308,0.1985128676470599
1081.884328,99282.162745098,-21.942438500940597,0.1985128676470599
1081.884328,101329.21764705885,-14.84859508853205,0.1985128676470599
1081.884328,103376.2725490196,-16.318972267173567,0.1985128676470599
1081.884328,105423.32745098036,-12.817246826099588,0.1985128676470599
1081.884328,107470.38235294116,-13.416111268870203,0.1985128676470599
1081.884328,109517.43725490198,-22.75842661936576,0.1985128676470599
1081.884328,111564.49215686276,-14.586110219322013,0.1985128676470599
1081.884328,113611.54705882352,-16.65154823087803,0.1985128676470599
1081.884328,115658.60196078428,-26.331143868037273,0.1985128676470599
1081.884328,117705.65686274506,-19.005923630113003,0.1985128676470599
1081.884328,119752.71176470588,-19.194175639011032,0.1985128676470599
1081.884328,121799.76666666666,-22.38604753868994,0.1985128676470599
1081.884328,123846.82156862743,-15.010258354392873,0.1985128676470599
1081.884328,125893.8764705882,-13.8195282321645,0.1985128676470599
1081.884328,127940.93137254904,-5.25265281801807,0.1985128676470599
1081.884328,129987.9862745098,-21.9453927373328,0.1985128676470599
1081.884328,132035.04117647058,-19.26321472971072,0.1985128676470599
1081.884328,134082.09607843135,-18.38314594810406,0.1985128676470599
1081.884328,136129.15098039212,-22.426530119744942,0.1985128676470599
1081.884328,138176.20588235295,-24.417160962505044,0.1985128676470599
1081.884328,140223.26078431372,-22.862281526588394,0.1985128676470599
1081.884328,142270.3156862745,-31.660098085581737,0.1985128676470599
1081.884328,144317.37058823527,-21.523552064912508,0.1985128676470599
1081.884328,146364.4254901961,-24.73996152171995,0.1985128676470599
1081.884328,148411.48039215687,-19.458294919556412,0.1985128676470599
1081.884328,150458.53529411764,-28.042558824761187,0.1985128676470599
1081.884328,152505.5901960784,-28.170460788141224,0.1985128676470599
1081.884328,154552.64509803918,-22.388101292976827,0.1985128676470599
1081.884328,156599.7,-17.56230900778337,0.1985128676470599
1081.884328,158646.75490196078,-22.956501169023127,0.1985128676470599
1081.884328,160693.80980392155,-23.682991225503667,0.1985128676470599
1081.884328,162740.86470588233,-19.46651513388487,0.1985128676470599
1081.884328,164787.91960784316,-29.330697526064455,0.1985128676470599
1081.884328,166834.97450980393,-29.847555141683916,0.1985128676470599
1081.884328,168882.0294117647,-18.402214454557992,0.1985128676470599
1081.884328,170929.08431372547,-19.40666098115212,0.1985128676470599
1081.884328,172976.13921568624,-13.694887002111969,0.1985128676470599
1081.884328,175023.19411764707,-13.78747698204373,0.1985128676470599
1081.884328,177070.24901960784,-12.715604841770372,0.1985128676470599
1081.884328,179117.3039215686,-22.003087305804097,0.1985128676470599
1081.884328,181164.3588235294,-8.813699998186786,0.1985128676470599
1081.884328,183211.41372549016,-4.974124719490444,0.1985128676470599
1081.884328,185258.468627451,-17.86862265605278,0.1985128676470599
1081.884328,187305.52352941176,-14.50798806752388,0.1985128676470599
1081.884328,189352.57843137253,-13.987204069415837,0.1985128676470599
1081.884328,191399.6333333333,-17.91399204883555,0.1985128676470599
1081.884328,193446.68823529413,-19.162081695099456,0.1985128676470599
1081.884328,195493.7431372549,-23.414815983285493,0.1985128676470599
1081.884328,197540.79803921568,-31.012725072002144,0.1985128676470599
1081.884328,199587.85294117645,-24.157772966620815,0.1985128676470599
1081.884328,201634.9078431372,-18.7229384311861,0.1985128676470599
1081.884328,203681.96274509805,-20.81883926314995,0.1985128676470599
1081.884328,205729.0176470588,-28.18233640943001,0.1985128676470599
1081.884328,207776.0725490196,-26.508203886912263,0.1985128676470599
1081.884328,209823.12745098036,-28.443367463734376,0.1985128676470599
1081.884328,211870.1823529412,-28.76422740652856,0.1985128676470599
1081.884328,213917.23725490196,-28.422692366759552,0.1985128676470599
1081.972147,93140.99803921569,-23.901145381773873,0.1985128676470599
1081.972147,95188.05294117646,-20.169995617239916,0.1985128676470599
1081.972147,97235.10784313724,-26.76719995080052,0.1985128676470599
1081.972147,99282.162745098,-22.517506326005332,0.1985128676470599
1081.972147,101329.21764705885,-14.643705491303692,0.1985128676470599
1081.972147,103376.2725490196,-16.166617731889247,0.1985128676470599
1081.972147,105423.32745098036,-12.70082635413582,0.1985128676470599
1081.972147,107470.38235294116,-13.746837528113282,0.1985128676470599
1081.972147,109517.43725490198,-23.36646072282123,0.1985128676470599
1081.972147,111564.49215686276,-14.7902468804663,0.1985128676470599
1081.972147,113611.54705882352,-16.89938181439477,0.1985128676470599
1081.972147,115658.60196078428,-26.218204565543346,0.1985128676470599
1081.972147,117705.65686274506,-19.045560335086236,0.1985128676470599
1081.972147,119752.71176470588,-19.220703913326535,0.1985128676470599
1081.972147,121799.76666666666,-23.03386018503124,0.1985128676470599
1081.972147,123846.82156862743,-14.990345417779174,0.1985128676470599
1081.972147,125893.8764705882,-13.901228610400986,0.1985128676470599
1081.972147,127940.93137254904,-5.279870227564508,0.1985128676470599
1081.972147,129987.9862745098,-22.444729179734956,0.1985128676470599
1081.972147,132035.04117647058,-20.09492608786326,0.1985128676470599
1081.972147,134082.09607843135,-17.350128196046985,0.1985128676470599
1081.972147,136129.15098039212,-25.78362177051435,0.1985128676470599
1081.972147,138176.20588235295,-24.03162761244343,0.1985128676470599
1081.972147,140223.26078431372,-23.03153251369795,0.1985128676470599
1081.972147,142270.3156862745,-31.958992451952646,0.1985128676470599
1081.972147,144317.37058823527,-22.16165796377261,0.1985128676470599
1081.972147,146364.4254901961,-23.61835245801146,0.1985128676470599
