Time Since Start (s),Frequency (Hz),Magnitude (dBFS),Range (m)
73.180989,93140.99803921569,-18.22621991942094,0.1985128676470599
73.180989,95188.05294117646,-23.453960181827224,0.1985128676470599
73.180989,97235.10784313724,-20.371808742555608,0.1985128676470599
73.180989,99282.162745098,-30.53497374840152,0.1985128676470599
73.180989,101329.21764705885,-19.77353326142724,0.1985128676470599
73.180989,103376.2725490196,-15.983326161228293,0.1985128676470599
73.180989,105423.32745098036,-17.995000035662375,0.1985128676470599
73.180989,107470.38235294116,-16.649652143858557,0.1985128676470599
73.180989,109517.43725490198,-16.181291642210766,0.1985128676470599
73.180989,111564.49215686276,-18.331519849235058,0.1985128676470599
73.180989,113611.54705882352,-26.360291820045397,0.1985128676470599
73.180989,115658.60196078428,-19.943599371318378,0.1985128676470599
73.180989,117705.65686274506,-27.6075251214216,0.1985128676470599
73.180989,119752.71176470588,-24.10170226328635,0.1985128676470599
73.180989,121799.76666666666,-22.223179945044556,0.1985128676470599
73.180989,123846.82156862743,-12.485795807446427,0.1985128676470599
73.180989,125893.8764705882,-13.1652337068964,0.1985128676470599
73.180989,127940.93137254904,-5.636125403896481,0.1985128676470599
73.180989,129987.9862745098,-20.93984408503411,0.1985128676470599
73.180989,132035.04117647058,-15.56018383487232,0.1985128676470599
73.180989,134082.09607843135,-20.69158371752373,0.1985128676470599
73.180989,136129.15098039212,-27.251714994310525,0.1985128676470599
73.180989,138176.20588235295,-25.539942821467378,0.1985128676470599
73.180989,140223.26078431372,-24.157502253307133,0.1985128676470599
73.180989,142270.3156862745,-32.01355115511404,0.1985128676470599
73.180989,144317.37058823527,-19.743945725100115,0.1985128676470599
73.180989,146364.4254901961,-21.512233748352088,0.1985128676470599
73.180989,148411.48039215687,-22.60592685712494,0.1985128676470599
73.180989,150458.53529411764,-15.384751769268345,0.1985128676470599
73.180989,152505.5901960784,-15.550794207370137,0.1985128676470599
73.180989,154552.64509803918,-18.59128297601052,0.1985128676470599
73.180989,156599.7,-17.03331005436397,0.1985128676470599
73.180989,158646.75490196078,-25.495067426796258,0.1985128676470599
73.180989,160693.80980392155,-20.2663743521288,0.1985128676470599
73.180989,162740.86470588233,-22.11644091480324,0.1985128676470599
73.180989,164787.91960784316,-26.50580362200145,0.1985128676470599
73.180989,166834.97450980393,-25.66220038182118,0.1985128676470599
73.180989,168882.0294117647,-17.186294665418764,0.1985128676470599
73.180989,170929.08431372547,-19.581468109445076,0.1985128676470599
73.180989,172976.13921568624,-21.881567524745886,0.1985128676470599
73.180989,175023.19411764707,-21.831574797524983,0.1985128676470599
73.180989,177070.24901960784,-13.571179885108926,0.1985128676470599
73.180989,179117.3039215686,-20.31955848807847,0.1985128676470599
73.180989,181164.3588235294,-12.09291935425716,0.1985128676470599
73.180989,183211.41372549016,-10.004529709511075,0.1985128676470599
73.180989,185258.468627451,-31.389763624828163,0.1985128676470599
73.180989,187305.52352941176,-19.43015656910741,0.1985128676470599
73.180989,189352.57843137253,-17.817537228887627,0.1985128676470599
73.180989,191399.6333333333,-21.14707474924743,0.1985128676470599
73.180989,193446.68823529413,-26.83906598391505,0.1985128676470599
73.180989,195493.7431372549,-28.61152602922384,0.1985128676470599
73.180989,197540.79803921568,-24.948574899572584,0.1985128676470599
73.180989,199587.85294117645,-21.935768672722546,0.1985128676470599
73.180989,201634.9078431372,-19.951115458359645,0.1985128676470599
73.180989,203681.96274509805,-25.78320611607102,0.1985128676470599
73.180989,205729.0176470588,-28.184600214045943,0.1985128676470599
73.180989,207776.0725490196,-24.730503882597045,0.1985128676470599
73.180989,209823.12745098036,-28.203713988173323,0.1985128676470599
73.180989,211870.1823529412,-31.325547395211476,0.1985128676470599
73.180989,213917.23725490196,-20.80208743542217,0.1985128676470599
73.244638,93140.99803921569,-18.941456015086985,0.1985128676470599
73.244638,95188.05294117646,-24.19144171218134,0.1985128676470599
73.244638,97235.10784313724,-20.617411511531735,0.1985128676470599
73.244638,99282.162745098,-29.51263977416392,0.1985128676470599
73.244638,101329.21764705885,-19.593122156566803,0.1985128676470599
73.244638,103376.2725490196,-15.888530881258587,0.1985128676470599
73.244638,105423.32745098036,-17.987185816483514,0.1985128676470599
73.244638,107470.38235294116,-16.838001440373638,0.1985128676470599
73.244638,109517.43725490198,-16.326381003361128,0.1985128676470599
73.244638,111564.49215686276,-18.747583531602356,0.1985128676470599
73.244638,113611.54705882352,-26.726019224787983,0.1985128676470599
73.244638,115658.60196078428,-19.93485212267609,0.1985128676470599
73.244638,117705.65686274506,-26.28195465503506,0.1985128676470599
73.244638,119752.71176470588,-23.426491403019803,0.1985128676470599
73.244638,121799.76666666666,-21.92799828665688,0.1985128676470599
73.244638,123846.82156862743,-12.21722168581467,0.1985128676470599
73.244638,125893.8764705882,-13.352113902604604,0.1985128676470599
73.244638,127940.93137254904,-5.648258684763481,0.1985128676470599
73.244638,129987.9862745098,-21.401307499993564,0.1985128676470599
73.244638,132035.04117647058,-15.891439705861623,0.1985128676470599
73.244638,134082.09607843135,-20.04661621518465,0.1985128676470599
73.244638,136129.15098039212,-27.47174228432531,0.1985128676470599
73.244638,138176.20588235295,-25.09861124371364,0.1985128676470599
73.244638,140223.26078431372,-24.411989965901707,0.1985128676470599
73.244638,142270.3156862745,-30.75733288372968,0.1985128676470599
