Time Since Start (s),Frequency (Hz),Magnitude (dBFS),Range (m)
60.424999,93140.99803921569,-17.79035008899976,0.1985128676470599
60.424999,95188.05294117646,-11.655940999875828,0.1985128676470599
60.424999,97235.10784313724,-17.447789510866375,0.1985128676470599
60.424999,99282.162745098,-17.235121722990264,0.1985128676470599
60.424999,101329.21764705885,-16.369893963117192,0.1985128676470599
60.424999,103376.2725490196,-10.661157906068636,0.1985128676470599
60.424999,105423.32745098036,-9.943529693348555,0.1985128676470599
60.424999,107470.38235294116,-14.052263613072729,0.1985128676470599
60.424999,109517.43725490198,-12.395356218404942,0.1985128676470599
60.424999,111564.49215686276,-12.387817024176746,0.1985128676470599
60.424999,113611.54705882352,-16.099620165502763,0.1985128676470599
60.424999,115658.60196078428,-20.928316408741733,0.1985128676470599
60.424999,117705.65686274506,-18.14969364452027,0.1985128676470599
60.424999,119752.71176470588,-27.911704090416062,0.1985128676470599
60.424999,121799.76666666666,-19.12263384292038,0.1985128676470599
60.424999,123846.82156862743,-17.61273753836513,0.1985128676470599
60.424999,125893.8764705882,-9.255565140121242,0.1985128676470599
60.424999,127940.93137254904,-2.8969486994259457,0.1985128676470599
60.424999,129987.9862745098,-10.144648556265544,0.1985128676470599
60.424999,132035.04117647058,-29.127761704426245,0.1985128676470599
60.424999,134082.09607843135,-17.725408598128176,0.1985128676470599
60.424999,136129.15098039212,-15.36588145228482,0.1985128676470599
60.424999,138176.20588235295,-13.671089669290236,0.1985128676470599
60.424999,140223.26078431372,-16.909242540351194,0.1985128676470599
60.424999,142270.3156862745,-17.228508894585417,0.1985128676470599
60.424999,144317.37058823527,-26.756034011824408,0.1985128676470599
60.424999,146364.4254901961,-13.738328281333605,0.1985128676470599
60.424999,148411.48039215687,-8.789750793365771,0.1985128676470599
60.424999,150458.53529411764,-17.27703615468037,0.1985128676470599
60.424999,152505.5901960784,-11.227614603887211,0.1985128676470599
60.424999,154552.64509803918,-20.610552511230633,0.1985128676470599
60.424999,156599.7,-23.628393876858944,0.1985128676470599
60.424999,158646.75490196078,-18.82656344060198,0.1985128676470599
60.424999,160693.80980392155,-20.71946158406884,0.1985128676470599
60.424999,162740.86470588233,-19.983332148975393,0.1985128676470599
60.424999,164787.91960784316,-35.15778117353311,0.1985128676470599
60.424999,166834.97450980393,-27.500920060188086,0.1985128676470599
60.424999,168882.0294117647,-19.474773213338487,0.1985128676470599
60.424999,170929.08431372547,-21.057350911272152,0.1985128676470599
60.424999,172976.13921568624,-27.786288784435975,0.1985128676470599
60.424999,175023.19411764707,-25.133975920896333,0.1985128676470599
60.424999,177070.24901960784,-15.054419777121284,0.1985128676470599
60.424999,179117.3039215686,-16.355348847110626,0.1985128676470599
60.424999,181164.3588235294,-16.96694504841496,0.1985128676470599
60.424999,183211.41372549016,-15.419884421309892,0.1985128676470599
60.424999,185258.468627451,-22.184040705091288,0.1985128676470599
60.424999,187305.52352941176,-19.804891499735383,0.1985128676470599
60.424999,189352.57843137253,-14.891314064042458,0.1985128676470599
60.424999,191399.6333333333,-13.558556496122293,0.1985128676470599
60.424999,193446.68823529413,-27.89652350941683,0.1985128676470599
60.424999,195493.7431372549,-33.83645004501269,0.1985128676470599
60.424999,197540.79803921568,-20.027216417190417,0.1985128676470599
60.424999,199587.85294117645,-31.90227642218009,0.1985128676470599
60.424999,201634.9078431372,-16.41318457504468,0.1985128676470599
60.424999,203681.96274509805,-21.538555560616423,0.1985128676470599
60.424999,205729.0176470588,-22.21925475610345,0.1985128676470599
60.424999,207776.0725490196,-29.66176838718603,0.1985128676470599
60.424999,209823.12745098036,-26.83053821306987,0.1985128676470599
60.424999,211870.1823529412,-28.21438875930909,0.1985128676470599
60.424999,213917.23725490196,-27.750568423945857,0.1985128676470599
60.505957,93140.99803921569,-13.897233651356723,0.1985128676470599
60.505957,95188.05294117646,-12.617248916248938,0.1985128676470599
60.505957,97235.10784313724,-27.30871324420702,0.1985128676470599
60.505957,99282.162745098,-20.142599441797135,0.1985128676470599
60.505957,101329.21764705885,-14.93138083212756,0.1985128676470599
60.505957,103376.2725490196,-11.56658339976694,0.1985128676470599
60.505957,105423.32745098036,-12.3213197331681,0.1985128676470599
60.505957,107470.38235294116,-18.984937274350813,0.1985128676470599
60.505957,109517.43725490198,-13.338600162992575,0.1985128676470599
60.505957,111564.49215686276,-11.346037529584578,0.1985128676470599
60.505957,113611.54705882352,-22.26485617725302,0.1985128676470599
60.505957,115658.60196078428,-18.649820944520098,0.1985128676470599
60.505957,117705.65686274506,-28.44110725072032,0.1985128676470599
60.505957,119752.71176470588,-21.675171200220067,0.1985128676470599
60.505957,121799.76666666666,-17.08398073002828,0.1985128676470599
60.505957,123846.82156862743,-16.618750502902124,0.1985128676470599
60.505957,125893.8764705882,-9.242109354016089,0.1985128676470599
60.505957,127940.93137254904,-4.550258569984836,0.1985128676470599
60.505957,129987.9862745098,-13.50649582757039,0.1985128676470599
60.505957,132035.04117647058,-26.11064086863484,0.1985128676470599
60.505957,134082.09607843135,-17.088661087631223,0.1985128676470599
60.505957,136129.15098039212,-15.9138810363926,0.1985128676470599
60.505957,138176.20588235295,-12.41795076433263,0.1985128676470599
60.505957,140223.26078431372,-7.811002941635903,0.1985128676470599
60.505957,142270.3156862745,-12.996405009197137,0.1985128676470599
