Time Since Start (s),Frequency (Hz),Magnitude (dBFS),Range (m)
686.423308,93140.99803921569,-23.98888994146141,0.1985128676470599
686.423308,95188.05294117646,-19.67771350836864,0.1985128676470599
686.423308,97235.10784313724,-28.257604822743374,0.1985128676470599
686.423308,99282.162745098,-22.86552222300461,0.1985128676470599
686.423308,101329.21764705885,-14.999000980250788,0.1985128676470599
686.423308,103376.2725490196,-15.511568154755524,0.1985128676470599
686.423308,105423.32745098036,-12.617078405642571,0.1985128676470599
686.423308,107470.38235294116,-13.747851274923148,0.1985128676470599
686.423308,109517.43725490198,-23.219306855081705,0.1985128676470599
686.423308,111564.49215686276,-14.49555250268508,0.1985128676470599
686.423308,113611.54705882352,-16.809833205365813,0.1985128676470599
686.423308,115658.60196078428,-26.567748358433143,0.1985128676470599
686.423308,117705.65686274506,-19.24680840833515,0.1985128676470599
686.423308,119752.71176470588,-19.738555473304245,0.1985128676470599
686.423308,121799.76666666666,-22.753156031623,0.1985128676470599
686.423308,123846.82156862743,-14.724054274353948,0.1985128676470599
686.423308,125893.8764705882,-13.66081990642609,0.1985128676470599
686.423308,127940.93137254904,-5.244216963194116,0.1985128676470599
686.423308,129987.9862745098,-22.86632925730902,0.1985128676470599
686.423308,132035.04117647058,-19.74986332298443,0.1985128676470599
686.423308,134082.09607843135,-17.871922788433352,0.1985128676470599
686.423308,136129.15098039212,-24.521344088189355,0.1985128676470599
686.423308,138176.20588235295,-24.986894104651583,0.1985128676470599
686.423308,140223.26078431372,-25.558188665392713,0.1985128676470599
686.423308,142270.3156862745,-33.35199215617371,0.1985128676470599
686.423308,144317.37058823527,-21.535500489953257,0.1985128676470599
686.423308,146364.4254901961,-24.775185664480595,0.1985128676470599
686.423308,148411.48039215687,-21.224667932237075,0.1985128676470599
686.423308,150458.53529411764,-28.000842009751047,0.1985128676470599
686.423308,152505.5901960784,-26.748188565147753,0.1985128676470599
686.423308,154552.64509803918,-22.052752355033547,0.1985128676470599
686.423308,156599.7,-17.922961858324314,0.1985128676470599
686.423308,158646.75490196078,-21.749124617505675,0.1985128676470599
