Time Since Start (s),Frequency (Hz),Magnitude (dBFS),Range (m)
355.725955,93140.99803921569,-25.00735295444164,0.1985128676470599
355.725955,95188.05294117646,-20.98623126829327,0.1985128676470599
355.725955,97235.10784313724,-26.87661132559029,0.1985128676470599
355.725955,99282.162745098,-21.426750629510856,0.1985128676470599
355.725955,101329.21764705885,-14.97279730363919,0.1985128676470599
355.725955,103376.2725490196,-16.42778851086655,0.1985128676470599
355.725955,105423.32745098036,-12.833901156187595,0.1985128676470599
355.725955,107470.38235294116,-13.328469575495667,0.1985128676470599
355.725955,109517.43725490198,-22.946084718824764,0.1985128676470599
355.725955,111564.49215686276,-15.379075973231558,0.1985128676470599
355.725955,113611.54705882352,-16.595226905019558,0.1985128676470599
355.725955,115658.60196078428,-25.47998737956505,0.1985128676470599
355.725955,117705.65686274506,-19.70223442473866,0.1985128676470599
355.725955,119752.71176470588,-19.21097736316614,0.1985128676470599
355.725955,121799.76666666666,-22.572701377849235,0.1985128676470599
355.725955,123846.82156862743,-14.777086721077987,0.1985128676470599
355.725955,125893.8764705882,-13.888375693230202,0.1985128676470599
355.725955,127940.93137254904,-5.188939138222294,0.1985128676470599
355.725955,129987.9862745098,-21.07204082977095,0.1985128676470599
355.725955,132035.04117647058,-18.90480169197303,0.1985128676470599
355.725955,134082.09607843135,-18.25372265823114,0.1985128676470599
355.725955,136129.15098039212,-22.70890587988037,0.1985128676470599
355.725955,138176.20588235295,-25.42243778754626,0.1985128676470599
355.725955,140223.26078431372,-21.707788300323724,0.1985128676470599
355.725955,142270.3156862745,-29.98809222687652,0.1985128676470599
355.725955,144317.37058823527,-21.459925134918592,0.1985128676470599
355.725955,146364.4254901961,-24.413301146849243,0.1985128676470599
355.725955,148411.48039215687,-20.101326095060134,0.1985128676470599
355.725955,150458.53529411764,-27.76194179616617,0.1985128676470599
355.725955,152505.5901960784,-30.1326517455212,0.1985128676470599
355.725955,154552.64509803918,-21.905322242280008,0.1985128676470599
355.725955,156599.7,-17.350631092936077,0.1985128676470599
355.725955,158646.75490196078,-24.136137498260332,0.1985128676470599
355.725955,160693.80980392155,-23.00234939855752,0.1985128676470599
355.725955,162740.86470588233,-18.078526097774542,0.1985128676470599
355.725955,164787.91960784316,-27.012268050169368,0.1985128676470599
355.725955,166834.97450980393,-33.12113300432112,0.1985128676470599
355.725955,168882.0294117647,-19.149721594094217,0.1985128676470599
355.725955,170929.08431372547,-21.358805772318583,0.1985128676470599
355.725955,172976.13921568624,-13.92794494733374,0.1985128676470599
355.725955,175023.19411764707,-13.81844940926072,0.1985128676470599
355.725955,177070.24901960784,-12.67876455787153,0.1985128676470599
355.725955,179117.3039215686,-23.8199825214841,0.1985128676470599
355.725955,181164.3588235294,-9.2503228801884,0.1985128676470599
355.725955,183211.41372549016,-5.173243550935007,0.1985128676470599
355.725955,185258.468627451,-18.807710230340795,0.1985128676470599
355.725955,187305.52352941176,-14.582202872716818,0.1985128676470599
355.725955,189352.57843137253,-13.555846543680412,0.1985128676470599
355.725955,191399.6333333333,-19.11351205007154,0.1985128676470599
355.725955,193446.68823529413,-19.870125186823515,0.1985128676470599
355.725955,195493.7431372549,-24.78442624572599,0.1985128676470599
355.725955,197540.79803921568,-30.391627154401046,0.1985128676470599
355.725955,199587.85294117645,-27.821102694407816,0.1985128676470599
355.725955,201634.9078431372,-19.228194690074147,0.1985128676470599
355.725955,203681.96274509805,-21.43311741720824,0.1985128676470599
355.725955,205729.0176470588,-31.737187078377673,0.1985128676470599
355.725955,207776.0725490196,-24.185468346033435,0.1985128676470599
355.725955,209823.12745098036,-26.83405983908065,0.1985128676470599
355.725955,211870.1823529412,-26.680160265005696,0.1985128676470599
355.725955,213917.23725490196,-28.319390804700035,0.1985128676470599
355.792297,93140.99803921569,-22.874408604343376,0.1985128676470599
